epoch,_Datetime_epoch_begin,_Datetime_epoch_end,_Trial_num,acc,loss,val_acc,val_loss
0,2019-09-20 01:25:55.823037,2019-09-20 01:27:30.015690,0,0.63325,1.1442015388806661,0.9089166668256123,0.3484094339211782
1,2019-09-20 01:27:30.182133,2019-09-20 01:29:04.671328,0,0.8463125,0.48529350805282595,0.9343333333333333,0.24027825546264647
